Prenom destinataire;Nom destinataire;Code postal;Boutique (code);Date de validation de commande prévue;Reference de colis;ID (Livraison);Reference de l'expedition (Numero de tracking transporteur);Transporteur
Alicia;Roussel;43422;;;MB4065870_1793225;211600779;XU760939647FR;Chronopost
Ethan;Lefevre;47438;;;MB4065345_1792758;211600822;XU760609107FR;Chronopost
Pierre;Moreau;1259;;;MB3970443_1791933;211599868;XU760006733FR;Chronopost
Jade;Roux;82681;;;MB4065526_1792865;211600625;XU760666458FR;Chronopost
Théo;Lefebvre;52772;;;MB4018618_1791722;211399382;XU759945407FR;Chronopost
Julie;Lefevre;84796;;;MB4042442_1792572;211599974;XU760458676FR;Chronopost
Julie;Rolland;37048;;;MB3880716_1792649;211600810;XU760520121FR;Chronopost
Lola;Caron;29934;;;MB4062580_1793992;211643247;XU761268850FR;Chronopost
Adam;Fleury;13361;;;MB4050589_1793558;211641266;XU761113209FR;Chronopost
Sacha;Philippe;24077;;;MB3979512_1794061;211641295;XU761293647FR;Chronopost
Sacha;Huet;90176;;;MB4065100_1792637;211600761;XU760510518FR;Chronopost
Clément;Bernard;71895;;;MB3918968_1789315;211661964;XU761049341FR;Chronopost
Ambre;Leclerc;81940;;;MB4066050_1794354;211641878;XU761536471FR;Chronopost
Célia;Brunet;61509;;;MB4059171_1793728;211642899;XU761195083FR;Chronopost
Adrien;Vidal;38141;;;MB4020651_1793743;211642639;XU761197795FR;Chronopost
Théo;Paul;26956;;;MB3959885_1792279;211600371;XU760071913FR;Chronopost
Enzo;Guerin;18643;;;MB4002035_1793641;211642407;XU761171325FR;Chronopost
Lina;Carpentier;82710;;;MB3989847_1793763;211641014;XU761200248FR;Chronopost
Pierre;Schmitt;50406;;;MB4025897_1772108;209410352;7638725;IMX
Mathéo;Vasseur;600;;;IT4057315_1784915;210806702;7669061;IMX
Maxime;Joly;982;;;ES4066201_1794238;211630829;8703947;Mondial Relay
Mathéo;Robert;96917;;;ES4030610_1788982;211383544;8701623;Mondial Relay
Nicolas;Renaud;32592;;;ES4032937_1793633;211630369;8703699;Mondial Relay
Lena;Remy;28991;;;MB4064039_1790803;211382966;8702504;Mondial Relay
Maëlys;Leclerc;38282;;;MB4059501_1786989;211033751;8700696;Mondial Relay
Maëlle;Faure;30116;;;MB4032166_1793827;211633352;8703778;Mondial Relay
Clément;Gauthier;94391;;;IT4001084_1792237;211400243;7686114;IMX
;Deschamps;43823;;;323695_1779504;210055662;7655511;IMX
;Remy;42671;;;324171_1789220;211100335;7677794;IMX
;Dupuy;5831;;;323807_1783342;210541210;7665046;IMX
;Laine;27157;;;323376_1779589;210052800;7655979;IMX
Arthur;Brunet;30510;;;MB4058539_1791040;211630702;8702625;Mondial Relay
Gabriel;Gonzalez;10701;;;ES4065741_1793118;211626803;8703654;Mondial Relay
Mélissa;Rousseau;99649;;;MB4064154_1790873;211383476;8702541;Mondial Relay
Lola;Nguyen;65188;;;MB4030382_1794297;211644624;00DPO4WB;GLS
Maxence;Clement;3614;;;MB4031851_1794685;211866141;00DOPY9T;GLS
Théo;Blanc;45140;;;MB4067690_1796276;211848913;XT341382470FR;Chronopost
Mattéo;Remy;16491;;;MB4066139_1794159;211643207;XT341132619FR;Chronopost
Romane;Rey;52993;;;MB4046926_1793425;211642650;XT341069690FR;Chronopost
Quentin;Dubois;80814;;;MB4067247_1795258;211814243;XT341259787FR;Chronopost
Alicia;Gonzalez;34380;;;MB4067170_1795210;211815788;XT341252537FR;Chronopost
Anaïs;Faure;46488;;;MB4067258_1795263;211848261;XT341261689FR;Chronopost
Quentin;Gonzalez;99368;;;MB4063424_1796333;211848566;XT341390388FR;Chronopost
Camille;Renard;52468;;;MB3981645_1791188;211399248;XT340857948FR;Chronopost
Pierre;Laurent;42361;;;MB4060260_1787393;211064049;XT340402310FR;Chronopost
Mattéo;Lemaire;13304;;;MB4052200_1791263;211356455;XT340866145FR;Chronopost
Elisa;Morel;58640;;;MB3998027_1795341;211815755;XU762514092FR;Chronopost
Lilou;Schneider;63012;;;MB4067316_1795385;211849952;XU762578932FR;Chronopost
Alexandre;Muller;6518;;;MB4048904_1791823;211626796;8703568;Mondial Relay
Carla;Muller;92774;;;MB4046429_1792524;211629795;8703257;Mondial Relay
Mathilde;Denis;96836;;;MB4064463_1791452;211391994;8702781;Mondial Relay
Lilou;Schmitt;51127;;;MB4054115_1793841;211634624;8703784;Mondial Relay
Maxime;Benoit;87309;;;ES4037363_1793635;211626533;8704110;Mondial Relay
Célia;Gaillard;51193;;;IT4059066_1786762;211100291;7673786;IMX
;Rey;15311;;;323882_1783343;210542481;7665047;IMX
;Lemaire;86301;;;318560_1781026;210305341;7659535;IMX
;Duval;58273;;;320609_1780620;210305411;7658456;IMX
Mael;Renard;926;;;ES4049397_1791258;211388279;8702694;Mondial Relay
Alexis;Paris;62555;;;ES4065860_1793199;211629689;8703507;Mondial Relay
Chloé;Rodriguez;21380;;;ES3967802_1793768;211626610;8704012;Mondial Relay
Clément;Leroy;34326;;;ES4067839_1796441;211863382;5050582725;DHL
Maxence;Marchal;33309;;;MB4067466_1795847;211865943;00DQP6EM;GLS
Lisa;Rousseau;37531;;;MB4065339_1792753;211600865;XT341011655FR;Chronopost
Manon;Jean;3766;;;MB4065932_1793406;211600672;XT341067288FR;Chronopost
Clément;Morin;27966;;;MB4065093_1792628;211600671;XT340997931FR;Chronopost
Mattéo;Adam;56336;;;MB4065910_1793347;211600643;XT341059131FR;Chronopost
Maxence;Lacroix;24038;;;MB4007846_1796184;211850324;XU763017315FR;Chronopost
Yanis;Berger;30078;;;MB4054777_1795782;211812311;XU762815526FR;Chronopost
Hugo;Thomas;8700;;;MB4055862_1793205;211599619;XU760935747FR;Chronopost
Laura;Bourgeois;8885;;;MB4065478_1792838;211600595;XU760652547FR;Chronopost
Sacha;Fabre;60770;;;MB4065743_1793120;211600864;XU760732885FR;Chronopost
Arthur;Leclercq;4696;;;MB3970226_1794394;211640943;XU761568939FR;Chronopost
Océane;Caron;25919;;;MB4042166_1791302;211382291;8703124;Mondial Relay
Yanis;Nguyen;44622;;;MB4061198_1788164;211034550;8701146;Mondial Relay
Océane;Brun;24333;;;MB4066156_1794172;211629218;8703926;Mondial Relay
Mathis;Andre;85328;;;MB4061139_1794370;211633568;8704001;Mondial Relay
Enzo;Fontaine;45985;;;ES4014224_1758351;207617829;8687485;Mondial Relay
Ines;Fernandez;46342;;;MB4058353_1786228;211094355;8700348;Mondial Relay
Noah;Bourgeois;60576;;;MB4064404_1792326;211395043;8703137;Mondial Relay
Juliette;Lacroix;61725;;;ES4066193_1794192;211630934;8703933;Mondial Relay
Quentin;Bonnet;73155;;;MB4066586_1794657;211866143;00DQR5RR;GLS
Léa;Thomas;16663;;;ES4035394_1793957;211630712;8703836;Mondial Relay
Zoe;Schneider;28208;;;MB4053077_1779805;210039019;8697401;Mondial Relay
Pauline;Baron;53051;;;ES4060121_1789306;211031409;8701803;Mondial Relay
Arthur;Louis;27764;;;MB4065546_1792993;211629765;8703410;Mondial Relay
Alexandre;Guerin;21355;;;MB4044953_1792474;211627071;8703225;Mondial Relay
Océane;Rey;692;;;MB4061277_1788213;211031958;8701175;Mondial Relay
Mathéo;Lecomte;96228;;;ES4057621_1794076;211630676;8703882;Mondial Relay
Théo;Martinez;76988;;;MB4066337_1794445;211629281;8704032;Mondial Relay
Lucie;Lambert;70154;;;MB4053582_1794209;211644066;00DQF4GH;GLS
Alicia;Rey;8437;;;MB3841599_1793623;211644462;00DQ289G;GLS
Jules;Menard;46921;;;MB4014277_1792068;211399921;00DQLVC3;GLS
Ines;Petit;34062;;;MB4064795_1793991;211643202;XT341113169FR;Chronopost
Benjamin;Chevalier;29732;;;MB4048759_1793872;211641673;XT341109725FR;Chronopost
Alicia;Andre;20323;;;MB4066086_1794071;211641308;XT341117421FR;Chronopost
Sacha;Lefevre;40390;;;MB4053406_1793687;211599804;XT341094062FR;Chronopost
Alexandre;Carre;84172;;;MB4065640_1793066;211600321;XT341018786FR;Chronopost
Adam;Henry;92947;;;MB4065836_1793185;211600849;XT341022729FR;Chronopost
Chloé;Huet;47560;;;MB4066232_1794303;211641707;XT341151520FR;Chronopost
Elisa;Roche;33899;;;MB4066197_1794215;211643184;XT341148344FR;Chronopost
Carla;Lacroix;18795;;;MB3988817_1791943;211399061;XU760007345FR;Chronopost
Lisa;Olivier;79628;;;MB4018701_1792069;211399120;XU760015871FR;Chronopost
Chloé;Thomas;26267;;;MB3970788_1793901;211641447;XU761254365FR;Chronopost
Camille;Lambert;75191;;;MB3895776_1793956;211643046;XU761264606FR;Chronopost
Evan;Moulin;76271;;;MB4028462_1792226;211642611;XU760035641FR;Chronopost
Ines;Aubert;10865;;;MB3937740_1792127;211397439;XU760020341FR;Chronopost
Thomas;Thomas;38026;;;MB4040591_1791878;211600190;XU760004091FR;Chronopost
Emilie;Dupont;82680;;;MB3870891_1789799;211098349;XU758356449FR;Chronopost
Lou;Da silva;4774;;;MB4048641_1774919;209638300;8695052;Mondial Relay
Kylian;Lucas;16137;;;ES4048934_1794389;211632802;8704008;Mondial Relay
Alicia;Robert;65186;;;MB4065235_1792706;211628648;8703332;Mondial Relay
Thomas;Schneider;20041;;;MB4041942_1781557;210522709;8699044;Mondial Relay
Camille;Duval;7760;;;MB4064352_1792402;211628781;8703189;Mondial Relay
Louna;Charpentier;32624;;;MB4061103_1788939;211094724;8701598;Mondial Relay
Louise;Hubert;87586;;;MB4047559_1782189;210298828;8698490;Mondial Relay
Nicolas;Andre;38244;;;MB4050511_1789901;211388681;8702072;Mondial Relay
Maëlys;Da silva;90618;;;ES4030370_1791690;211392267;8702896;Mondial Relay
Lina;Royer;30674;;;IT4058860_1786896;211100356;7677383;IMX
Lola;Caron;68023;;;ES4064828_1792395;211629406;8703184;Mondial Relay
Lisa;Brunet;72967;;;ES4028726_1792031;211392497;8702997;Mondial Relay
Ambre;Carre;54256;;;MB4056667_1793773;211629605;8703758;Mondial Relay
Ambre;Le roux;26039;;;MB4067180_1795211;211863974;7664879773;DHL
Arthur;Gautier;41320;;;ES4067500_1795949;211863913;6884954591;DHL
Marie;Breton;82423;;;ES4067634_1796201;211863459;7367930850;DHL
Alexandre;Masson;13192;;;MB3949964_1794119;211645443;00DOPXTU;GLS
Julie;Joly;48077;;;MB4019669_1793246;211644701;00DPQDAK;GLS
Kylian;Denis;57513;;;MB4038262_1794265;211644286;00DQ2981;GLS
Lola;Schmitt;69265;;;MB4063343_1790316;211866070;00DPQI16;GLS
Lina;Louis;61484;;;MB4059359_1791451;211400731;00DPQ8DS;GLS
Ambre;Roux;21867;;;MB4067830_1796435;211848059;XT341413968FR;Chronopost
Adam;Maillard;31582;;;MB3979488_1757386;207593190;XT337243471FR;Chronopost
Lena;Aubry;90085;;;MB4067328_1795425;211813157;XT341290929FR;Chronopost
Clément;Roy;26901;;;MB4024658_1795484;211813688;XT341299976FR;Chronopost
Charlotte;Bernard;69133;;;MB4025205_1758674;207590092;XT337379647FR;Chronopost
Benjamin;Charpentier;34105;;;MB4067461_1795823;211812537;XT341337918FR;Chronopost
Ambre;Deschamps;3312;;;MB4060587_1787903;211034783;8701008;Mondial Relay
Théo;Lambert;83040;;;MB4064915_1792491;211629809;8703235;Mondial Relay
Ambre;Lacroix;80262;;;MB4055180_1782747;210525715;8698757;Mondial Relay
Emilie;Boyer;85041;;;MB3845378_1791324;211390038;8702725;Mondial Relay
Marie;Adam;57019;;;MB4033579_1793903;211633814;8703807;Mondial Relay
Justine;Roux;28999;;;MB4063725_1793787;211630515;8703765;Mondial Relay
Noah;Barbier;2311;;;MB4058968_1786702;211031643;8700545;Mondial Relay
Mathis;Bourgeois;14009;;;ES4057411_1789695;211094559;8702005;Mondial Relay
;Renault;3998;;;324130_1787167;211100109;7674317;IMX
;Jacquet;88493;;;317638_1781010;210305755;7659520;IMX
;Julien;58565;;;322927_1784558;210806517;7668475;IMX
Alice;Faure;91572;;;ES3974392_1793469;211630008;8703623;Mondial Relay
Jeanne;Roche;56333;;;ES3998030_1791964;211383257;8702968;Mondial Relay
Antoine;Gonzalez;89001;;;MB4029035_1791669;211386738;8702889;Mondial Relay
Nicolas;Nguyen;65881;;;MB4059140_1786804;211032425;8700604;Mondial Relay
Manon;Schmitt;54561;;;ES4052716_1793947;211630537;8703833;Mondial Relay
Enzo;Le gall;7043;;;MB4062413_1794431;211633291;8704025;Mondial Relay
Sarah;Gauthier;54494;;;MB4056301_1783773;210525668;8699216;Mondial Relay
Arthur;Legrand;96607;;;ES4032900_1791915;211394692;8702956;Mondial Relay
Sarah;Boyer;81447;;;MB3997013_1794060;211630818;8703876;Mondial Relay
Mattéo;Moulin;25528;;;MB4061745_1793267;211629256;8703533;Mondial Relay
Rayan;Dubois;11496;;;MB4064289_1791017;211645538;00DPI88Q;GLS
Clémence;Jacquet;81532;;;MB4063394_1790610;211400953;00DPG3Z9;GLS
Alexandre;Moulin;34427;;;MB4062954_1794362;211644270;00DQ29BM;GLS
Lilou;Julien;87766;;;MB4066592_1794660;211866171;00DOPY86;GLS
Pauline;Girard;57919;;;MB4058896_1786656;211059904;XT340370501FR;Chronopost
Mathéo;Guillaume;13751;;;MB4065484_1792846;211600786;XT341016799FR;Chronopost
Thomas;Roy;15770;;;MB4065672_1793078;211642661;XT341019101FR;Chronopost
Louis;Perrin;62564;;;MB4048831_1792600;211600816;XT340994365FR;Chronopost
Léa;Poirier;88904;;;MB4054511_1793021;211642742;XT341018110FR;Chronopost
Lou;Dufour;317;;;MB4064925_1792496;211642850;XT340978265FR;Chronopost
Maxence;Petit;46571;;;MB3979357_1795581;211813210;XT341313749FR;Chronopost
Mélissa;Dumont;63893;;;MB4038163_1796402;211848212;XU763244771FR;Chronopost
Louna;Remy;17640;;;MB4050133_1791810;211661958;9L27368402680;Coliposte
Léa;Chevalier;93976;;;MB4065388_1792787;211662222;9L27372909113;Coliposte
Laura;Da silva;42455;;;MB4057633_1785214;210802033;8699864;Mondial Relay
Jeanne;Leroy;89989;;;ES3854921_1793466;211631875;8703621;Mondial Relay
Noémie;Lefevre;58350;;;MB4066267_1794413;211629229;8704019;Mondial Relay
Romain;Louis;7672;;;MB4058708_1786432;211392246;8700447;Mondial Relay
Noah;Michel;20312;;;MB4047141_1790898;211383286;8702554;Mondial Relay
Mélissa;Riviere;34397;;;MB4064773_1792348;211630410;8703156;Mondial Relay
Clémence;Legrand;3993;;;ES4063789_1790583;211390257;8702433;Mondial Relay
Enzo;Francois;66325;;;MB3974336_1783762;210528629;8699209;Mondial Relay
Adam;Vincent;70066;;;MB4043713_1793906;211630963;8703810;Mondial Relay
Mathilde;Marchal;95524;;;ES4055387_1793702;211629355;8703732;Mondial Relay
Evan;Aubert;9125;;;MB4063631_1795138;211866136;00DQ2B26;GLS
Julie;Maillard;9880;;;MB3996731_1780637;210305831;00DPPL7T;GLS
Lou;Noel;51026;;;MB4064912_1792500;211645239;00DQR3PE;GLS
Pauline;Blanc;23522;;;MB4061828_1791459;211356176;XT340882770FR;Chronopost
Carla;Lambert;56089;;;MB4042914_1795641;211814012;XT341319335FR;Chronopost
Sacha;Dumas;96536;;;MB4041704_1795268;211814257;XT341262361FR;Chronopost
Marie;Guyot;81456;;;MB4067852_1796452;211847987;XT341418713FR;Chronopost
Mathilde;Rolland;51251;;;MB4010171_1793802;211642491;XU761678404FR;Chronopost
Alexandre;Charles;89946;;;MB3989784_1791953;211397610;XU760007699FR;Chronopost
Alice;Lacroix;28373;;;MB3935895_1794372;211662005;XU761554373FR;Chronopost
Lina;Duval;40995;;;MB4048419_1774816;210035672;8695007;Mondial Relay
Alice;Blanchard;7151;;;MB4065951_1793495;211627019;8703637;Mondial Relay
Alice;Legrand;53503;;;MB4066134_1794155;211629268;8703917;Mondial Relay
Noa;Boyer;95469;;;MB4060759_1787862;211033656;8700980;Mondial Relay
Nicolas;Chevalier;65871;;;MB4042290_1795892;211839592;8704747;Mondial Relay
Mélissa;Picard;83943;;;MB4062125_1793775;211626491;8703760;Mondial Relay
Maxence;Joly;82668;;;ES4049769_1793637;211630444;8703703;Mondial Relay
Sarah;Clement;22895;;;MB4066026_1793792;211630350;8703768;Mondial Relay
Alice;Deschamps;49202;;;MB4064898_1792479;211629384;8703227;Mondial Relay
Louis;Meyer;56066;;;ES4054950_1789362;211383457;8701824;Mondial Relay
Lucas;Roy;26467;;;MB4038279_1790363;211388123;8702314;Mondial Relay
;Roux;31432;;;323457_1784222;210806391;7667446;IMX
;Brun;88557;;;324013_1785278;210806404;7672631;IMX
;Menard;6636;;;324083_1786090;210806378;7671733;IMX
Axel;Dupuy;7358;;;ES4064114_1790848;211384955;8702528;Mondial Relay
Jade;Andre;23063;;;ES4064116_1790851;211390492;8702529;Mondial Relay
Camille;Guillot;60784;;;ES4026125_1792012;211386919;8702990;Mondial Relay
Maëlys;Chevalier;7169;;;MB3996839_1781465;210296058;8698099;Mondial Relay
Juliette;Rodriguez;65519;;;MB4054575_1785472;210804784;8699998;Mondial Relay
Antoine;Henry;53291;;;ES4060497_1787499;211031310;8701723;Mondial Relay
Mathilde;Le roux;8823;;;MB4066674_1794731;211841904;8704166;Mondial Relay
Lina;Giraud;66696;;;109321_1792433;211395666;XJ048069886JF;Chronopost
Chloé;Rousseau;50798;;;MB4065321_1792745;211599963;XT341010941FR;Chronopost
Léa;Olivier;96022;;;MB4065447_1792822;211600724;XT341015904FR;Chronopost
Alexis;Duval;37327;;;MB4066271_1794359;211661990;XT341156399FR;Chronopost
Maeva;Morel;40993;;;MB4066168_1794182;211641512;XT341139016FR;Chronopost
Louise;Richard;74160;;;MB3936023_1793818;211599777;XU761245814FR;Chronopost
Théo;Nicolas;92666;;;MB4066034_1793945;211642467;XU761259036FR;Chronopost
Victor;Rodriguez;20927;;;IT4041015_1794611;211863812;6479317972;DHL
Clément;Caron;36181;;;ES4066128_1794147;211661939;2238909514;DHL
Julien;Carpentier;15364;;;ES4067205_1795225;211863834;7664882002;DHL
Romane;Laurent;3870;;;MB4038555_1793842;211630533;8703785;Mondial Relay
Nathan;Meyer;2980;;;ES4045669_1793912;211629263;8703812;Mondial Relay
Baptiste;Gautier;10085;;;ES4063948_1790748;211390311;8702477;Mondial Relay
Léa;Jacquet;38697;;;MB4064131_1790857;211385512;8702533;Mondial Relay
Tom;Giraud;16181;;;MB4064900_1792478;211629758;8703226;Mondial Relay
Elisa;Roy;31728;;;MB4059966_1787275;211091736;8700793;Mondial Relay
Mathilde;Lacroix;46988;;;ES4064161_1790875;211382999;8703089;Mondial Relay
Maëlys;Caron;88651;;;MB4066353_1794461;211629201;8704048;Mondial Relay
Rayan;Baron;60733;;;MB4026217_1757161;207328408;8686953;Mondial Relay
Jules;Rodriguez;96189;;;ES4065819_1793169;211628827;8703494;Mondial Relay
Manon;Remy;39987;;;MB4050467_1793525;211630855;8703656;Mondial Relay
Louise;Guillaume;47305;;;MB4052473_1793977;211644107;00DQP249;GLS
Jeanne;Colin;62017;;;MB4064643_1792168;211626875;8703243;Mondial Relay
Camille;Remy;68331;;;ES4043826_1786242;211090257;8700359;Mondial Relay
Anaïs;Riviere;71200;;;ES3999036_1792117;211629276;8703017;Mondial Relay
Noah;Simon;8697;;;MB4065811_1793167;211629873;8703492;Mondial Relay
Julie;Vasseur;81149;;;ES4052894_1790019;211382761;8702583;Mondial Relay
Gabriel;Carre;63984;;;MB4055522_1791278;211644689;00DQ23QN;GLS
Zoe;Poirier;18577;;;MB4035603_1792215;211395680;XT340931215FR;Chronopost
Ines;Perrot;58622;;;MB4065915_1793456;211643417;XT341070891FR;Chronopost
Clément;Royer;85921;;;MB4017062_1793362;211643180;XT341063255FR;Chronopost
Noémie;Moreau;22592;;;MB4067465_1795888;211813033;XT341345137FR;Chronopost
Lola;Dumont;44278;;;MB4066082_1794011;211641561;XT341115964FR;Chronopost
Mattéo;Le roux;98467;;;MB3989417_1794087;211642485;XT341119317FR;Chronopost
Camille;Maillard;53227;;;MB4047664_1791333;211395800;XT340873101FR;Chronopost
Valentin;Baron;91713;;;MB4044519_1795560;211848572;XU762681064FR;Chronopost
Lina;Sanchez;59054;;;MB4065258_1792718;211629024;8703337;Mondial Relay
Marie;Guillot;99191;;;MB4041197_1767515;208881317;8691844;Mondial Relay
Maxime;Denis;39091;;;MB4054730_1795879;211841330;8704617;Mondial Relay
Thomas;Perrot;94203;;;ES4000569_1790341;211387477;8702303;Mondial Relay
Julien;Philippe;24765;;;MB3987967_1794499;211633887;8704066;Mondial Relay
Charlotte;Fleury;41606;;;MB4059216_1786850;211032244;8700633;Mondial Relay
Antoine;Roussel;18095;;;MB4043055_1793621;211626579;8704005;Mondial Relay
Lilou;Vidal;3202;;;ES4047974_1791703;211382482;8702904;Mondial Relay
Sacha;Cousin;31081;;;MB4045155_1771988;209398006;8693816;Mondial Relay
Enzo;Cousin;59853;;;MB4063542_1790431;211383278;8702350;Mondial Relay
Théo;Guerin;3522;;;MB4066377_1794509;211629205;8704070;Mondial Relay
Pierre;Perrot;77745;;;MB4002778_1789018;211031323;8701757;Mondial Relay
Lucie;Arnaud;21030;;;MB4052796_1791520;211630866;8702821;Mondial Relay
Léo;Rodriguez;57130;;;MB4065517_1792863;211629865;8703403;Mondial Relay
Baptiste;Colin;22107;;;MB4066142_1794403;211626713;8704083;Mondial Relay
Clément;Marty;59973;;;MB4064989_1792548;211629823;8703268;Mondial Relay
Camille;Breton;5309;;;MB4010664_1795439;211839989;8704412;Mondial Relay
Maëlys;Perrin;57237;;;MB4066814_1795270;211841076;8704327;Mondial Relay
Mathilde;Dumont;58621;;;MB3705732_1791301;211388354;8702714;Mondial Relay
Clémence;Roussel;28877;;;MB4065030_1793536;211626703;8704072;Mondial Relay
Sacha;Fournier;75204;;;MB4066594_1794662;211840854;8704143;Mondial Relay
Rayan;Lemoine;12833;;;MB4064566_1791692;211393088;8702897;Mondial Relay
Pauline;Julien;59712;;;MB4031344_1767346;208879426;8691768;Mondial Relay
Lilou;Lopez;59909;;;MB4065128_1792652;211629671;8703312;Mondial Relay
Mattéo;Dupont;54375;;;MB4048962_1793865;211630761;8703791;Mondial Relay
Axel;Berger;73010;;;MB4065030_1792578;211626730;8704071;Mondial Relay
Lola;David;64025;;;MB4065359_1792765;211630581;8703359;Mondial Relay
Lena;Riviere;73481;;;MB4054562_1792363;211630447;8703165;Mondial Relay
Hugo;Simon;12422;;;MB4050037_1793876;211633498;8703798;Mondial Relay
Arthur;Lemaire;59337;;;MB4063999_1790775;211383758;8702491;Mondial Relay
Clara;Francois;369;;;MB4066899_1794854;211840695;8704216;Mondial Relay
Elisa;Bonnet;62433;;;MB4062510_1788954;211034574;8701608;Mondial Relay
Ines;Vasseur;5020;;;MB4066512_1794617;211840110;8704124;Mondial Relay
Adrien;Noel;31687;;;ES4065343_1792756;211629743;8703356;Mondial Relay
Alicia;Louis;75877;;;MB4050642_1791706;211382675;8703178;Mondial Relay
Alexis;Rolland;19012;;;MB4057513_1785132;210803933;8699824;Mondial Relay
Laura;David;4055;;;MB4063806_1790601;211383437;8702442;Mondial Relay
Nathan;Nguyen;32609;;;ES4053303_1780388;210524307;8699069;Mondial Relay
Clémence;Morel;73347;;;MB4062069_1793281;211627130;8703542;Mondial Relay
Mathilde;Fontaine;25211;;;MB4061861_1788551;211093677;8701369;Mondial Relay
Léo;Breton;15359;;;MB4066270_1794352;211629487;8703987;Mondial Relay
Justine;Laurent;76213;;;MB4065037_1792589;211631039;8703285;Mondial Relay
Emilie;Dumont;84037;;;ES4018910_1792528;211630724;8703258;Mondial Relay
Valentin;Nicolas;37286;;;MB4065403_1792797;211629832;8703376;Mondial Relay
Manon;Hubert;68679;;;MB4057312_1795760;211843218;8704569;Mondial Relay
Pauline;Perez;16627;;;MB4050583_1791607;211386369;8702864;Mondial Relay
Mélissa;Leclercq;72536;;;MB3993603_1764078;208266703;8690485;Mondial Relay
Manon;Leclerc;17111;;;MB4063954_1790750;211383111;8702479;Mondial Relay
Jeanne;Perrot;74069;;;MB3998841_1792180;211392506;8703053;Mondial Relay
Jade;Dumont;38695;;;MB4057163_1784821;210802283;8699712;Mondial Relay
Louise;Perrin;50965;;;MB4056613_1784340;210802045;8699472;Mondial Relay
Adam;Morel;94344;;;MB4066101_1794116;211629271;8703896;Mondial Relay
Yanis;Dupuy;81945;;;MB4067324_1795381;211839888;8704382;Mondial Relay
Quentin;Barre;6368;;;MB4035398_1761810;208197364;8689349;Mondial Relay
Evan;Michel;98525;;;ES4047132_1793922;211629368;8703822;Mondial Relay
Noah;Schmitt;42925;;;ES4064090_1790836;211386447;8702521;Mondial Relay
Thomas;Charpentier;29461;;;MB4066965_1794901;211840715;8704237;Mondial Relay
Adrien;Renaud;3324;;;MB4047204_1794130;211629357;8703905;Mondial Relay
Noémie;Dufour;37837;;;MB4043693_1794033;211644451;00DQF3WA;GLS
Carla;Adam;48989;;;MB3687096_1793217;211645296;00DPO2Q3;GLS
Arthur;Michel;38616;;;MB4040240_1792424;211644082;00DQ25BL;GLS
Noah;Clement;18867;;;MB4061705_1794690;211866058;00DOPY9U;GLS
Ambre;Faure;14631;;;MB4065631_1793056;211645355;00DQ26KB;GLS
Jules;Brun;92996;;;MB4065695_1793096;211645249;00DQR517;GLS
Alexandre;Lopez;59478;;;MB4057486_1793662;211866198;00DQR3X5;GLS
Lilou;Rousseau;46483;;;MB4053433_1780500;210306749;00DOXJ3Z;GLS
Alexandre;Richard;88903;;;MB4003072_1794529;211645412;00DPQGF5;GLS
Anaïs;Berger;83966;;;MB4003072_1793750;211645200;00DOPY64;GLS
Emilie;Marchal;28556;;;MB4060618_1793271;211645495;00DQP0QO;GLS
Alice;Petit;28124;;;MB3998791_1794257;211644588;00DPQFII;GLS
Juliette;Rey;12382;;;MB4021135_1793259;211644468;00DQLYLZ;GLS
Jade;Meyer;94917;;;MB4056825_1795284;211866034;00DQP4VT;GLS
Romane;Picard;31684;;;MB3825271_1794173;211644650;00DQP2K1;GLS
Mathilde;Remy;79805;;;MB4066189_1794193;211644406;00DQLZON;GLS
Antoine;Jacquet;17215;;;MB4063039_1790047;211644196;00DPI4E5;GLS
Pauline;Brunet;89575;;;MB4027295_1793288;211644985;00DPQDBY;GLS
Noah;Girard;7760;;;MB4010943_1794066;211644306;00DPO4BH;GLS
Thomas;Charles;20042;;;MB4010830_1795681;211865885;00DQVUGO;GLS
Paul;Perez;94133;;;MB4003072_1794442;211645344;00DQF5GX;GLS
Mathéo;Garnier;38699;;;MB4003072_1794003;211645410;00DPO5UN;GLS
Julie;Francois;20833;;;MB3865972_1791290;211644070;00DPQ86P;GLS
Mathis;Fernandez;49105;;;MB4028917_1793987;211644433;00DPQEU6;GLS
Thomas;Vidal;74442;;;MB4053946_1790101;211645286;00DPDID7;GLS
Nathan;Huet;66079;;;MB4046037_1793856;211645198;00DPQGEB;GLS
Nathan;Meyer;2672;;;MB4040240_1792425;211644078;00DQOZ0A;GLS
Marie;Gaillard;52386;;;MB4064244_1790949;211400568;00DPNXLA;GLS
Elisa;Le gall;95790;;;MB4011368_1794038;211644455;00DQF3WC;GLS
Sacha;Fernandez;7425;;;MB4066032_1793800;211645107;00DOPWGN;GLS
Clara;Masson;84544;;;MB4059427_1793278;211645225;00DQ274J;GLS
Thomas;Mathieu;1293;;;MB4065334_1792750;211645687;00DQF1BV;GLS
Jules;Muller;16784;;;MB4051925_1791295;211400726;00DPNZ2C;GLS
Antoine;Leclerc;21852;;;MB4063932_1790738;211401049;00DPG45C;GLS
Lucie;Guyot;34740;;;IT4059821_1787213;211100131;7674416;IMX
Lucas;Muller;57234;;;ES4044915_1785966;211100101;7671514;IMX
Louna;Rodriguez;47053;;;IT4063845_1790616;211399857;7683479;IMX
